Name,ticker,Price,Rank,Volume,Market Cap
Synthetix,SNX,19.49300221397183,55,92642874.32968616,2238606257.2584314
Maker,MKR,2197.576189958949,56,96027508.72108378,2187113042.48618
The Graph,GRT,1.70747308764579,57,168980482.89353898,2126942651.5745475
UNUS SED LEO,LEO,2.10304914592824,58,2746849.24215466,2101995293.0695665
Zcash,ZEC,180.86686391926247,59,512525008.75578374,2082128033.2595546
Stacks,STX,1.85381059627262,60,67402849.17787035,2014554524.8577328
Theta Fuel,TFUEL,0.37419978204958,61,75139367.66249005,1972253778.9526086
Bitcoin Gold,BTG,107.98670713689893,62,234764817.60758254,1891270937.423369
Basic Attention Token,BAT,1.26213134328161,63,392609535.02657306,1883203407.984497
SushiSwap,SUSHI,14.26728949104985,64,217955108.1777859,1815433304.4083915
Celsius,CEL,7.57941743120248,65,16090017.00129446,1810446325.8475637
Polygon,MATIC,0.35158919698635,66,152518196.96209058,1771442836.7322576
TerraUSD,UST,0.99911945978054,67,42062300.46074762,1726235597.7592478
yearn.finance,YFI,46500.89443743583,68,669288316.2324268,1703557507.1917236
Pundi X[old],NPXS,0.00700548430699,69,93745125.83862998,1658512738.5590563
Qtum,QTUM,16.30938889805814,70,1709019380.7160175,1602697759.5441458
Ravencoin,RVN,0.18294553524385,71,157338634.19831458,1557440039.1781528
Nexo,NEXO,2.74315192463165,72,12661116.90160768,1536165107.9683952
Decentraland,MANA,0.96434069621698,73,228268559.98958346,1521834840.904734
Dent,DENT,0.01608849067334,74,229547348.65393817,1507337323.033804
Ontology,ONT,1.85614930693173,75,511872065.0312816,1501577750.7720335
ICON,ICX,2.4588248388163,76,118315772.69276091,1467008921.360773
Harmony,ONE,0.15525799194199,77,290447624.6122802,1458760354.6035383
UMA,UMA,24.25833871824813,78,24311079.3915633,1456155508.4704642
Waves,WAVES,13.69352204116329,79,110272199.94603316,1434964276.7838576
Siacoin,SC,0.02908859968465,80,196476009.35823095,1381867686.6942403
0x,ZRX,1.80723152420199,81,192343140.0862161,1374485705.3041842
OMG Network,OMG,9.64676388529584,82,1105864256.1899743,1352914242.8700795
Helium,HNT,16.98868502825809,83,30023693.01801344,1320365161.8822594
Bancor,BNT,7.29449639124569,84,98375358.23761949,1276993415.3013482
DigiByte,DGB,0.08519334326153,85,48798027.37901238,1209694143.0191562
Flow,FLOW,34.43758109079198,86,95256273.22354248,1169769452.4146824
OKB,OKB,19.3890732641456,87,262199036.7120413,1163344395.848736
SwissBorg,CHSB,1.15302300810331,88,5948635.49934027,1153023008.1033099
Revain,REV,0.01329071582553,89,4803332.12224007,1130528034.0009706
Fantom,FTM,0.43636885222028,90,96426977.17104691,1110561466.2424226
Ankr,ANKR,0.1541124978116,91,194655260.87934187,1078206898.382696
KuCoin Token,KCS,13.26606028268967,92,90213415.2282318,1062858681.4749913
Reserve Rights,RSR,0.07996946362374,93,60688738.31325965,1052398061.3189547
Arweave,AR,31.05857322957596,94,20367528.37378534,1037191766.4882935
Conflux Network,CFX,1.24378322722587,95,38236846.8084831,1019585052.478785
Ren,REN,1.01578238697413,96,103477340.38463587,1012900664.1643826
Voyager Token,VGX,4.21025857236483,97,10728647.80209273,935920305.0776229
BTMX,BTMX,1.24207969925375,98,4195859.0852496,930711752.4675046
1inch,1INCH,6.08939843144371,99,566303018.5487914,919284953.2549809
Paxos Standard,PAX,1.00172828654574,100,53348349.00902455,909369667.8144672
Celo,CELO,4.43196003378892,101,12970061.75446854,907476471.5998104
WazirX,WRX,3.77887653804163,102,321117140.83204436,897545892.0580866
IOST,IOST,0.05388175229499,103,259750533.55308387,882269282.4427131
Origin Protocol,OGN,2.99395138977908,104,387990722.49703467,832387972.9763896
Lisk,LSK,6.50576870978594,105,73256864.52683362,831004024.5639632
Mdex,MDX,4.18650936247609,106,343246712.97548044,800903146.0101358
Curve DAO Token,CRV,2.9872221007887,107,160777529.43911943,793902734.7620096
DODO,DODO,3.73126032312171,108,38818300.14164525,786100655.0484838
Horizen,ZEN,71.13626015785557,109,93211852.99704842,779112775.7528974
Nano,NANO,5.78512956681981,110,53480366.26882521,770858663.8427579
Nervos Network,CKB,0.03054538218565,111,52429602.93802635,751571857.6121953
Ocean Protocol,OCEAN,1.73807353231498,112,115041349.12902497,740465969.0420111
Verge,XVG,0.04477191229054,113,65804123.21314931,736200718.6668178
HUSD,HUSD,1.00186054854945,114,431086252.63171816,712276074.9069402
Loopring,LRC,0.55822496634909,115,89770425.80121468,682202871.8968168
Livepeer,LPT,31.74374434036573,116,83517408.72856952,671845407.9277871
Kyber Network,KNC,3.25784526024744,117,94496490.28988343,668014930.0156878
renBTC,RENBTC,57619.1485465285,118,37320450.54128796,667577281.481069
Storj,STORJ,2.58124658370189,119,291102396.028608,659429014.1982385
ZKSwap,ZKS,3.30430903650191,120,54095496.16004711,652402776.1669371
StormX,STMX,0.07394179355728,121,118697176.6366517,622022993.5118657
Bitcoin Diamond,BCD,3.16898886600904,122,81229796.67647186,590993917.2028172
WINk,WIN,0.00182757044884,123,1392143833.5373578,573139929.999362
Kin,KIN,0.00037867828207,124,7907286.08765589,574876856.7813274
MaidSafeCoin,MAID,1.25696536128619,125,2345089.59678874,568842706.0505167
HedgeTrade,HEDG,1.61179041756318,126,103433.84744807,562082039.0298415
Venus,XVS,59.49496250630907,127,77795325.0037993,555316639.3247753
Energy Web Token,EWT,18.25529202478524,128,6026009.40241093,548793108.0793934
Status,SNT,0.15762457682136,129,65981878.28818624,547033538.4488904
Bitcoin Standard Hashrate Token,BTCST,51.27403731427073,130,62515281.63386781,544016907.3967406
Augur,REP,48.97283996730523,131,116331681.35207503,538701239.6403575
Komodo,KMD,4.24955346168244,132,220278888.44879064,532151792.17336035
Golem,GLM,0.52965192389715,133,8637078.2843587,529651923.89715
VeThor Token,VTHO,0.01551627100137,134,61066388.59076612,528737125.3692951
MediBloc,MED,0.17923952501763,135,1220188.89565818,490781387.9024885
NKN,NKN,0.83116952128943,136,494916784.1462177,485125943.37181765
Aragon,ANT,11.96398445503648,137,88370151.37562063,473887715.1645558
IoTeX,IOTX,0.04856709611158,138,44839075.37584525,468395860.7794934
Quant,QNT,38.45456132155379,139,6120730.23605807,464251843.74005264
The Sandbox,SAND,0.67449254470841,140,166324506.16328007,463256148.94281024
Fetch.ai,FET,0.60316296806671,141,36992887.22388584,450028142.34713846
FUNToken,FUN,0.0422906404534,142,23909284.63425705,435546196.84076864
SKALE Network,SKL,0.65549258377749,143,61467777.47782712,432898227.4215482
Alpha Finance Lab,ALPHA,1.70843703326968,144,83008958.62720868,427370708.97880644
Kava.io,KAVA,7.29215471554466,145,123425521.68511282,426767418.9133128
Reef,REEF,0.03677277243162,146,50876523.30556057,414388634.1383348
SingularityNET,AGI,0.47349144048639,147,6956976.64964451,411060254.3032469
Orbs,ORBS,0.18242456994185,148,4222018.86791948,406797764.2744884
Celer Network,CELR,0.07352830050893,149,117194299.91511938,404450482.77829754
Velas,VLX,0.18686240606217,150,15631598.35250896,396966882.0801279
Swipe,SXP,4.61072728999746,151,439327488.0856813,395309810.39432997
Civic,CVC,0.57115433031261,152,55348998.99800413,382673401.30944866
Steem,STEEM,1.00067627928196,153,13474859.68927113,370966636.1600439
Balancer,BAL,52.85806556673794,154,86124375.57713895,367037474.2823475
BitShares,BTS,0.12009357189828,155,70816610.82633528,359665836.6067208
Telcoin,TEL,0.00700093309383,156,8428645.44199052,358938611.19051665
WAX,WAXP,0.22588257791276,157,6946148.3692253,350299851.990219
Wootrade,WOO,0.93409843299435,158,73992485.86747482,351441182.47702456
Band Protocol,BAND,17.0559951575809,159,123589115.43252525,349546119.37778544
TrustSwap,SWAP,4.2521411451605,160,7051414.83924964,347315780.1489532
CyberVein,CVT,0.32666313071935,161,10033305.53955663,346395052.37789905
Numeraire,NMR,69.08230669772728,162,32575812.65317404,339298254.8333829
Badger DAO,BADGER,39.29960461358265,163,21019827.15508834,335273850.2704602
Ark,ARK,2.6104320209596,164,18385374.23235638,335107803.34399843
Ardor,ARDR,0.33228661274528,165,10000884.66780931,331954158.32779527
Metal,MTL,5.04810603347655,166,75375617.29503204,331099444.779031
Stratis,STRAX,2.45399871685665,167,12036813.91287127,319080049.4118787
Sora,XOR,900.2088584333267,168,8574074.11307723,315073100.4516643
Wanchain,WAN,1.85496712522722,169,15235143.76992501,313542461.3024811
TrueUSD,TUSD,1.00161416789251,170,104801748.274917,313243167.1913651
JUST,JST,0.13837798608584,171,362795770.2130752,312779457.47232056
Metadium,META,0.25062551778743,172,99600.38713397,312136614.7730688
Serum,SRM,5.8772702696903,173,132772363.96221122,293863513.484515
Orchid,OXT,0.7881640520511,174,68254888.44147271,289716772.34289783
Polymath,POLY,0.46435095314431,175,6925466.65302201,283408383.63538915
Oasis Network,ROSE,0.18654158513584,176,26634095.47944413,279812377.70375997
Unibright,UBT,1.8476387288944,177,3817137.38390252,277145807.936409
Utrust,UTK,0.6123793549498,178,13399567.94528937,275570709.72741
OriginTrail,TRAC,0.7688339989104,179,2316784.95031249,274389775.3788917
Travala.com,AVA,5.2920787133064,180,9996506.41806912,270326574.8800726
Everipedia,IQ,0.02617674679354,181,6389816.37854481,261690860.78993097
Syntropy,NOIA,0.70827316102137,182,1755638.02228757,260005708.79072535
COTI,COTI,0.3774641826571,183,50496636.14132497,252802951.60850912
Gnosis,GNO,166.63757653513983,184,1518713.80114434,250720731.36627644
BORA,BORA,0.2937222657497,185,95036.02330602,250616833.4018342
TomoChain,TOMO,3.08713984708243,186,32695157.76953361,250069865.7988553
RSK Infrastructure Framework,RIF,0.35100580413533,187,5353071.76296815,249286665.570841
Polkastarter,POLS,3.88579183907549,188,28952289.89655042,247822203.224798
QuarkChain,QKC,0.03848674203018,189,12031200.21993022,246311550.36731195
Bytom,BTM,0.17229910490529,190,83570734.69001397,244882798.29435745
Hive,HIVE,0.61068130918581,191,21573275.17728525,240719862.55926302
Syscoin,SYS,0.3876374989524,192,10162344.47359413,236477995.79997042
Injective Protocol,INJ,14.69787212352148,193,51907300.83359373,235982479.56429377
Populous,PPT,4.41709776572524,194,16514572.279728,235220376.80166933
NuCypher,NU,0.57194987970261,195,19305881.26052749,233498538.38859054
Haven Protocol,XHV,16.32413482416481,196,1304150.24240945,232609702.1565583
Hifi Finance,MFT,0.02312021655827,197,20529235.85669902,231202165.58269998
Handshake,HNS,0.62889649711372,198,2141832.33839049,231066394.09408408
LTO Network,LTO,0.81623274516662,199,27198058.35079491,228746571.0722197
ZB Token,ZB,0.49276103281498,200,12291391.30365124,228290672.50722304
HEX,HEX,0.02104010910569,201,11774113.17066287,3648587925.7858143
Creditcoin,CTC,6.42866487019617,202,13006033.39097725,3632006360.9675884
Wrapped BNB,WBNB,409.6522215535686,203,1225898796.357665,2284322843.072822
Bridge Oracle,BRG,0.2618526340319,204,10927483.20171031,2095388560.5929372
Counos X,CCXX,102.64815800609564,205,6730286.22849756,1830537800.6167066
Fei Protocol,FEI,0.79001453897659,206,408643349.4931025,1612756941.6408534
Huobi BTC,HBTC,57641.416804205466,207,66775373.5072247,1608563088.553635
ECOMI,OMI,0.00884164346679,208,38466007.55914571,1470239944.5974236
DeFiChain,DFI,3.37808148257313,209,4956126.36087517,1370958712.4466548
Orbit Chain,ORC,2.85327515137192,210,13384485.65890879,1329590974.0313697
INO COIN,INO,7.36481334124436,211,300081.66274281,1325689821.5304098
WhiteCoin,XWC,1.52125849727853,212,2251748.45352258,1083550850.0955076
ThoreCoin,THR,11187.487541399729,213,0,969798785.544759
The Transfer Token,TTT,8.5372494014976,214,1822603.36417684,897507836.5806565
Bitpanda Ecosystem Token,BEST,1.93062218197099,215,616775.67474909,805742296.6173458
XinFin Network,XDC,0.06197558305885,216,11438561.43786057,759658927.6098996
Venus BNB,vBNB,8.3341125849678,217,0,702791503.6932752
Bitcoin Cash ABC,BCHA,34.24339668774857,218,11799653.89377362,635999901.4532158
MVL,MVL,0.04579414979288,219,879.5967005,582978804.518845
Electroneum,ETN,0.02950466897971,220,1708132.70541581,526748636.2685736
KLAYswap Protocol,KSP,65.71898897821947,221,35973285.5934047,511586118.0325116
NXM,NXM,78.68017807294063,222,6902.25101503,501771570.87786114
Mirror Protocol,MIR,9.25297284057527,223,11383698.10438695,489908394.30333847
Mixin,XIN,787.6548322538962,224,49312.35488463,432489915.5765085
RedFOX Labs,RFOX,0.3275215401577,225,3504574.71343337,429708509.603273
Zelwin,ZLW,5.92414590510798,226,136151.0117703,418740333.7212555
Linear,LINA,0.11666896788921,227,44400930.73664781,412602563.6671504
stETH (Lido),STETH,2033.7893775272337,228,2418.55323438,394843936.3222378
Sologenic,SOLO,1.77829695780603,229,2253397.71480023,355662606.7221057
Orion Protocol,ORN,16.81224123798242,230,22657855.71835864,351274968.42640465
Keep Network,KEEP,0.68274439694899,231,4448663.06029315,342107724.02081835
Tribe,TRIBE,1.35371198955116,232,57568703.77881147,336213866.05768013
PAID Network,PAID,5.29471959691429,233,11448566.62522498,335789666.0831347
Klever,KLV,0.09772265107231,234,6163102.36736596,331286741.84456056
Axie Infinity,AXS,7.57344284138007,235,75137663.27719852,327576277.12813044
SafePal,SFP,2.84542240190754,236,56903402.99970977,307779857.421473
Akash Network,AKT,6.76983870383427,237,3967784.58637578,302420619.72043264
MATH,MATH,2.6327362676644,238,745426.5524035,301069620.4990875
Attila,ATT,0.65358182292357,239,293906.71068754,294361969.608185
Audius,AUDIO,2.4394041573128,240,65801657.33090632,292728498.877536
Hathor,HTR,1.59410414790574,241,3482116.8001065,288268031.8134723
SuperFarm,SUPER,2.78226440962964,242,50750056.33981912,283539870.4192542
Amp,AMP,0.02823116549861,243,2674687.8886398,283454477.8191704
GNY,GNY,1.43635903902682,244,934638.10478583,276321950.1797122
Ethernity Chain,ERN,40.92644708502407,245,17958800.0973528,272443734.7978807
Venus XVS,vXVS,1.19077209468743,246,0,267249654.99117157
Anchor Protocol,ANC,5.1476205721339,247,5086215.582174,265536740.43738034
Toko Token,TKO,2.38089849667112,248,279288352.764186,258327486.8888165
TROY,TROY,0.02875500731251,249,39314113.49783156,256082333.46159664
Edgeware,EDG,0.04636004748714,250,1456183.81405851,254413872.87607184
Render Token,RNDR,1.6378507377332,251,20853135.74382368,250912884.3511943
Maro,MARO,0.51859581572231,252,32988.72070873,247956862.65904438
Raydium,RAY,9.20312947609353,253,7347535.29718509,245685617.2425798
Eauric,EAURIC,8.92546669796147,254,7188949.84671361,243134291.6168865
Venus BTC,vBTC,1157.538953428031,255,0,238263188.01781216
12Ships,TSHP,0.04769647981602,256,2247.24602759,237577939.1273573
KardiaChain,KAI,0.11528010940324,257,6390691.29894965,236301168.25476137
PIBBLE,PIB,0.01342575309933,258,0,232905802.78371602
PARSIQ,PRQ,2.07865445895423,259,4340666.10196787,231962823.29789826
Neutrino USD,USDN,0.99956681019852,260,17956603.73861572,224624213.82925183
iExec RLC,RLC,2.80094718287972,261,12754400.38560778,224274062.75306997
AMO Coin,AMO,0.01167751089888,262,0,221736624.4913818
aelf,ELF,0.40467978296337,263,32852486.09620865,220340129.15837526
Secret,SCRT,3.16299363984461,264,3108524.12976278,220471654.42605504
Power Ledger,POWR,0.50248529946192,265,7567743.41183814,219961761.0839992
MyNeighborAlice,ALICE,12.51949985663809,266,27228534.62883298,217839297.50550276
LUKSO,LYXe,14.36560354104777,267,3990311.97343351,214707099.63135245
IRISnet,IRIS,0.21923755535569,268,15911771.67620136,213581391.89232498
Hellenic Coin,HNC,3.02908714856435,269,393405.72250694,211765596.8589634
Ampleforth,AMPL,0.97893403852953,270,3192266.62529368,210649302.91848034
Shopping,SPI,215.06116392398417,271,5913204.77220964,210071834.2040093
Everest,ID,1.7525623026467,272,6549727.33224884,204524020.7188699
CoinMetro Token,XCM,0.67272430933238,273,513161.46770316,203967062.8041537
dKargo,DKA,0.25422497181445,274,3065259.96493113,203532139.486615
Akropolis,AKRO,0.07518882758508,275,73299706.3755469,203711194.47104394
ReddCoin,RDD,0.007031036379,276,576454.01071138,202555110.35708418
Aion,AION,0.41098777288723,277,22496379.55997927,202381506.4526352
Atari Token,ATRI,0.46052470717719,278,2138766.35927989,201249347.69414982
Bytecoin,BCN,0.00108533230183,279,511064.05473335,199773675.00731015
Carry,CRE,0.02518437674628,280,4807472.53428773,199271576.49853697
BakeryToken,BAKE,1.10133041550758,281,19834386.04709746,197789920.0969391
MiL.k,MLK,2.52752035766102,282,276719.97466747,197553044.75250632
DerivaDAO,DDX,7.41747692859551,283,310411.52534213,193556566.57233188
Litentry,LIT,10.42010651528795,284,32710021.14280937,190812550.36265373
SUN,SUN,38.56313794172325,285,301187801.1108407,190634032.62543085
GateToken,GT,2.49939069850429,286,8644795.91437519,190329058.28722036
Mask Network,MASK,19.05223014055657,287,51749428.68074495,188785406.7891797
Loom Network,LOOM,0.18865710016038,288,18697884.58097453,188657100.16038
Dawn Protocol,DAWN,3.22746234146411,289,2013005.0074053,188119247.34122965
Streamr,DATA,0.21499379084262,290,34813397.15860755,186131020.50230867
ShareToken,SHR,0.07948287058774,291,1792209.97595333,179402820.54452342
district0x,DNT,0.29742857421934,292,10466375.0862006,178457144.531604
Marlin,POND,0.2425546618077,293,33759868.93650649,178740573.67062116
MimbleWimbleCoin,MWC,16.56216444347432,294,8362.7567756,177545936.72406366
xDai,STAKE,34.3862352319172,295,26749722.89263506,177450559.72515807
Trust Wallet Token,TWT,0.70284696645414,296,19790945.10965492,176362718.47386482
Elastos,ELA,9.19932591638449,297,7338388.7076063,175850102.27186725
Cartesi,CTSI,0.56342052291803,298,57178375.28436123,174329260.75490335
Gala,GALA,0.02498303923774,299,1071622.86262522,174311797.17736083
bZx Protocol,BZRX,0.90281921685079,300,83223887.84080121,173357011.1607241
Vai,VAI,0.90506391290184,301,1193205.42944276,172809391.88149527
Uquid Coin,UQC,17.11407884846518,302,21223465.72750204,171140788.4846518
MCO,MCO,10.71390916737751,303,3456606.4957156,169213671.75633606
Enzyme,MLN,93.7837355080868,304,4037304.38114703,168129631.37344304
Perpetual Protocol,PERP,7.71183787777857,305,12352539.26408209,168083402.7912603
Ellipsis,EPS,3.59019719168392,306,47673125.07056436,164257770.10825562
Mithril,MITH,0.16439304688815,307,371527009.1279262,164393046.88815
Bluzelle,BLZ,0.5671816101767,308,88244177.09031478,162055000.85638037
RAMP,RAMP,0.68055486324558,309,28807392.98783231,159672061.80354849
PAC Protocol,PAC,0.01197108544423,310,586222.86520367,159506942.85232252
Waltonchain,WTC,2.20110289501219,311,31378407.29036636,158773240.26964152
Ultra,UOS,0.5578071716435,312,3050759.25585176,157743475.7769558
Rocket Pool,RPL,15.32367100651056,313,3782834.72188239,157523390.63334554
Thunder Token,TT,0.02297895781293,314,12786577.30233744,156135999.98895544
Tokenlon Network Token,LON,6.86883881656493,315,26425310.36858387,156095069.63884822
Dusk Network,DUSK,0.42294583261082,316,17515078.85813845,155687970.66357398
AdEx Network,ADX,1.34943484833609,317,12521138.06478234,155555222.75123706
Request,REQ,0.15416676435603,318,2564229.25416355,154151163.63265297
Apollo Currency,APL,0.00727223622434,319,13339267.67161783,153917581.68439108
Elitium,EUM,5.09827219840632,320,310238.04158423,153387908.78253126
MovieBloc,MBL,0.0247391343596,321,77465491.9799695,153272950.4650913
Bella Protocol,BEL,5.34184552466234,322,43742934.23137823,152242597.4528767
Energi,NRG,3.83162696137532,323,5309406.95295846,151445277.23455596
Phala Network,PHA,0.85065226821463,324,16286861.03848889,151105088.5397641
Chromia,CHR,0.34985475083696,325,84906686.82025427,150375356.17570925
Lambda,LAMB,0.10092040159006,326,48333107.37535344,149241308.40128782
RChain,REV,0.30872620713157,327,971630.02528974,149032377.9818068
NewYork Exchange,NYE,20.96412097392248,328,280976.87238324,148636872.7153782
Verasity,VRA,0.03752962737338,329,27738061.57368395,145648305.25333658
MonaCoin,MONA,2.19136560634372,330,6619850.47509916,144037748.82883263
sUSD,SUSD,1.01016629766992,331,10846525.11248834,143847250.4573538
WHALE,WHALE,26.09915182885753,332,964211.88945847,142379473.09007913
Oxygen,OXY,2.80321837630296,333,2933709.15006868,140758304.2736668
Beefy.Finance,BIFI,1962.1059976167815,334,4758942.73335661,141271631.82840827
Terra Virtua Kolect,TVK,0.63801491596311,335,13417112.31266275,139854119.45033407
Morpheus.Network,MRPH,2.94700992028034,336,2026602.79965541,139039968.8808475
Bloomzed Loyalty Club Ticket,BLCT,3.64379273710379,337,198428.72271916,138464124.00994402
Rally,RLY,1.03621434238566,338,2745277.56440977,138286669.79657668
Vesper,VSP,55.75782647738976,339,6880554.15935629,137772468.6820974
Firo,FIRO,11.73924027093977,340,13668788.8929022,137733027.09818614
Flamingo,FLM,0.91520141301467,341,57646624.62575087,137280211.9522005
Ferrum Network,FRM,0.9020195437981,342,3597551.27339753,137082404.89733452
botXcoin,BOTX,0.08349624965058,343,98660.38551234,136274421.51356706
Sapphire,SAPP,0.25773194762589,344,9355.12964833,135860335.19871086
ARPA Chain,ARPA,0.12966448243869,345,101629111.2628151,135814916.0720805
Kadena,KDA,1.20077025471811,346,1500269.6447408,135373449.49783543
MXC,MXC,0.05196559883985,347,26500296.51707119,133511995.56490299
DSLA Protocol,DSLA,0.02069607727227,348,4901639.21229661,133550925.93051738
inSure DeFi,SURE,0.00854607099971,349,377447.78972594,132457680.39932062
Gemini Dollar,GUSD,1.00578621251215,350,9822952.8490108,132354490.23805791
DIA,DIA,4.67111320321178,351,55970622.88216991,132061320.10769437
DxChain Token,DX,0.00263675562771,352,338691.89651263,131837781.38467258
Divi,DIVI,0.05882476727361,353,320729.73864748,131543957.54067935
VideoCoin,VID,0.87397386065918,354,5985885.27707154,131485780.66039523
TitanSwap,TITAN,2.47252218668248,355,16056514.30902012,132042970.46114102
Gas,GAS,12.91221568944188,356,21695854.2053504,130779763.94931468
Dego Finance,DEGO,15.16115720293151,357,20321013.72041303,130497886.76884022
Refereum,RFR,0.02588879867029,358,121360.20117671,129422767.12542024
Drep [new],DREP,3.2437222535917,359,75050865.16392688,129424517.91830884
Crust,CRU,79.09716239991326,360,8562547.69811319,128465574.80875121
Doctors Coin,DRS,0.55815174696673,361,307184.49440577,128230677.06538694
CasinoCoin,CSC,0.00317754644104,362,3135331.10619621,127100380.13175689
Nerve Finance,NRV,2.73765370479744,363,8267686.98276648,126583005.07972562
Chimpion,BNANA,3.97345662231874,364,599203.48747586,126067397.35778111
EFFORCE,WOZX,1.72250796440069,365,8208538.4203254,125602338.03149192
REVV,REVV,0.44858778849086,366,20516926.98817027,124828812.01980098
API3,API3,9.01439727529871,367,24311918.30957367,124827307.97516538
DAO Maker,DAO,6.35219526287853,368,6962576.77125186,124064592.28318004
MANTRA DAO,OM,0.44112046160266,369,22697853.68407101,124489295.40703183
BSCPAD,BSCPAD,4.75990357797164,370,19297710.21860857,124259788.46859407
CertiK,CTK,3.37649071964535,371,26860713.97424626,124419622.23951612
Endor Protocol,EDR,0.08461632828252,372,1752595.99039579,124319326.33997397
PIVX,PIVX,1.91310058425095,373,3074100.97177341,124697028.4697297
NULS,NULS,1.24212902471225,374,55110181.42915539,123741811.76319145
Strike,STRK,47.82274906220414,375,278585.8643718,123585245.52807406
HARD Protocol,HARD,2.26020013191489,376,18766109.51721106,122898382.17287214
GreenPower,GRN,0.03762987436263,377,18819.54081711,121608440.89496545
Humanscape,HUM,0.23459699293214,378,145259.22197025,120847781.24608418
saffron.finance,SFI,1444.8136172943641,379,5970021.19050556,120308458.02179733
Harvest Finance,FARM,226.96393065010545,380,2544858.12066505,120300141.26511239
VITE,VITE,0.2501539061473,381,73254601.77466735,119956783.33827478
Centrality,CENNZ,0.0995265673242,382,2579242.29883969,119431880.78904
ABBC Coin,ABBC,0.14270556929953,383,33703505.52354131,119161875.41502634
